source,target,from,to
54604,54604,en,ja
54605,54605,en,ja
54606,54606,en,ja
54607,54607,en,ja
54608,54608,en,ja
54609,54609,en,ja
5461,5461,en,ja
54610,54610,en,ja
54611,54611,en,ja
54612,54612,en,ja
54613,54613,en,ja
54614,54614,en,ja
54615,54615,en,ja
54616,54616,en,ja
54617,54617,en,ja
54618,54618,en,ja
54619,54619,en,ja
5462,5462,en,ja
54620,54620,en,ja
54621,54621,en,ja
54622,54622,en,ja
54623,54623,en,ja
54624,54624,en,ja
54625,54625,en,ja
54626,54626,en,ja
54627,54627,en,ja
54628,54628,en,ja
54629,54629,en,ja
5463,5463,en,ja
54630,54630,en,ja
54631,54631,en,ja
54632,54632,en,ja
54633,54633,en,ja
54634,54634,en,ja
54635,54635,en,ja
54636,54636,en,ja
54637,54637,en,ja
54638,54638,en,ja
54639,54639,en,ja
5464,5464,en,ja
54640,54640,en,ja
54641,54641,en,ja
54642,54642,en,ja
54643,54643,en,ja
54644,54644,en,ja
54645,54645,en,ja
54646,54646,en,ja
54647,54647,en,ja
54648,54648,en,ja
54649,54649,en,ja
5465,5465,en,ja
54650,54650,en,ja
54651,54651,en,ja
54652,54652,en,ja
54653,54653,en,ja
54654,54654,en,ja
54655,54655,en,ja
54656,54656,en,ja
54657,54657,en,ja
54658,54658,en,ja
54659,54659,en,ja
5466,5466,en,ja
54660,54660,en,ja
54661,54661,en,ja
54662,54662,en,ja
54663,54663,en,ja
54664,54664,en,ja
54665,54665,en,ja
54666,54666,en,ja
54667,54667,en,ja
54668,54668,en,ja
54669,54669,en,ja
5467,5467,en,ja
54670,54670,en,ja
54671,54671,en,ja
54672,54672,en,ja
54673,54673,en,ja
54674,54674,en,ja
54675,54675,en,ja
54676,54676,en,ja
54677,54677,en,ja
54678,54678,en,ja
54679,54679,en,ja
5468,5468,en,ja
54680,54680,en,ja
54681,54681,en,ja
54682,54682,en,ja
54683,54683,en,ja
54684,54684,en,ja
54685,54685,en,ja
54686,54686,en,ja
54687,54687,en,ja
54688,54688,en,ja
54689,54689,en,ja
5469,5469,en,ja
54690,54690,en,ja
54691,54691,en,ja
54692,54692,en,ja
54693,54693,en,ja
54694,54694,en,ja
54695,54695,en,ja
54696,54696,en,ja
54697,54697,en,ja
54698,54698,en,ja
54699,54699,en,ja
547,547,en,ja
5470,5470,en,ja
54700,54700,en,ja
54701,54701,en,ja
54702,54702,en,ja
54703,54703,en,ja
54704,54704,en,ja
54705,54705,en,ja
54706,54706,en,ja
54707,54707,en,ja
54708,54708,en,ja
54709,54709,en,ja
5471,5471,en,ja
54710,54710,en,ja
54711,54711,en,ja
54712,54712,en,ja
54713,54713,en,ja
54714,54714,en,ja
54715,54715,en,ja
54716,54716,en,ja
54717,54717,en,ja
54718,54718,en,ja
54719,54719,en,ja
5472,5472,en,ja
54720,54720,en,ja
54721,54721,en,ja
54722,54722,en,ja
54723,54723,en,ja
54724,54724,en,ja
54725,54725,en,ja
54726,54726,en,ja
54727,54727,en,ja
54728,54728,en,ja
54729,54729,en,ja
5473,5473,en,ja
54730,54730,en,ja
54731,54731,en,ja
54732,54732,en,ja
54733,54733,en,ja
54734,54734,en,ja
54735,54735,en,ja
54736,54736,en,ja
54737,54737,en,ja
54738,54738,en,ja
54739,54739,en,ja
5474,5474,en,ja
54740,54740,en,ja
54741,54741,en,ja
54742,54742,en,ja
54743,54743,en,ja
54744,54744,en,ja
54745,54745,en,ja
54746,54746,en,ja
54747,54747,en,ja
54748,54748,en,ja
54749,54749,en,ja
5475,5475,en,ja
54750,54750,en,ja
54751,54751,en,ja
54752,54752,en,ja
54753,54753,en,ja
54754,54754,en,ja
54755,54755,en,ja
54756,54756,en,ja
54757,54757,en,ja
54758,54758,en,ja
54759,54759,en,ja
5476,5476,en,ja
54760,54760,en,ja
54761,54761,en,ja
54762,54762,en,ja
54763,54763,en,ja
54764,54764,en,ja
54765,54765,en,ja
54766,54766,en,ja
54767,54767,en,ja
54768,54768,en,ja
54769,54769,en,ja
5477,5477,en,ja
54770,54770,en,ja
54771,54771,en,ja
54772,54772,en,ja
54773,54773,en,ja
54774,54774,en,ja
54775,54775,en,ja
54776,54776,en,ja
54777,54777,en,ja
54778,54778,en,ja
54779,54779,en,ja
5478,5478,en,ja
54780,54780,en,ja
54781,54781,en,ja
54782,54782,en,ja
54783,54783,en,ja
54784,54784,en,ja
54785,54785,en,ja
54786,54786,en,ja
54787,54787,en,ja
54788,54788,en,ja
54789,54789,en,ja
5479,5479,en,ja
54790,54790,en,ja
54791,54791,en,ja
54792,54792,en,ja
54793,54793,en,ja
54794,54794,en,ja
54795,54795,en,ja
54796,54796,en,ja
54797,54797,en,ja
54798,54798,en,ja
54799,54799,en,ja
548,548,en,ja
5480,5480,en,ja
54800,54800,en,ja
54801,54801,en,ja
54802,54802,en,ja
54803,54803,en,ja
54804,54804,en,ja
54805,54805,en,ja
54806,54806,en,ja
54807,54807,en,ja
54808,54808,en,ja
54809,54809,en,ja
5481,5481,en,ja
54810,54810,en,ja
54811,54811,en,ja
54812,54812,en,ja
54813,54813,en,ja
54814,54814,en,ja
54815,54815,en,ja
54816,54816,en,ja
54817,54817,en,ja
54818,54818,en,ja
54819,54819,en,ja
5482,5482,en,ja
54820,54820,en,ja
54821,54821,en,ja
54822,54822,en,ja
54823,54823,en,ja
54824,54824,en,ja
54825,54825,en,ja
54826,54826,en,ja
54827,54827,en,ja
54828,54828,en,ja
54829,54829,en,ja
5483,5483,en,ja
54830,54830,en,ja
54831,54831,en,ja
54832,54832,en,ja
54833,54833,en,ja
54834,54834,en,ja
54835,54835,en,ja
54836,54836,en,ja
54837,54837,en,ja
54838,54838,en,ja
54839,54839,en,ja
5484,5484,en,ja
54840,54840,en,ja
54841,54841,en,ja
54842,54842,en,ja
54843,54843,en,ja
54844,54844,en,ja
54845,54845,en,ja
54846,54846,en,ja
54847,54847,en,ja
54848,54848,en,ja
54849,54849,en,ja
5485,5485,en,ja
54850,54850,en,ja
54851,54851,en,ja
54852,54852,en,ja
54853,54853,en,ja
54854,54854,en,ja
54855,54855,en,ja
54856,54856,en,ja
54857,54857,en,ja
54858,54858,en,ja
54859,54859,en,ja
5486,5486,en,ja
54860,54860,en,ja
54861,54861,en,ja
54862,54862,en,ja
54863,54863,en,ja
54864,54864,en,ja
54865,54865,en,ja
54866,54866,en,ja
54867,54867,en,ja
54868,54868,en,ja
54869,54869,en,ja
5487,5487,en,ja
54870,54870,en,ja
54871,54871,en,ja
54872,54872,en,ja
54873,54873,en,ja
54874,54874,en,ja
54875,54875,en,ja
54876,54876,en,ja
54877,54877,en,ja
54878,54878,en,ja
54879,54879,en,ja
5488,5488,en,ja
54880,54880,en,ja
54881,54881,en,ja
54882,54882,en,ja
54883,54883,en,ja
54884,54884,en,ja
54885,54885,en,ja
54886,54886,en,ja
54887,54887,en,ja
54888,54888,en,ja
54889,54889,en,ja
5489,5489,en,ja
54890,54890,en,ja
54891,54891,en,ja
54892,54892,en,ja
54893,54893,en,ja
54894,54894,en,ja
54895,54895,en,ja
54896,54896,en,ja
54897,54897,en,ja
54898,54898,en,ja
54899,54899,en,ja
549,549,en,ja
5490,5490,en,ja
54900,54900,en,ja
54901,54901,en,ja
54902,54902,en,ja
54903,54903,en,ja
54904,54904,en,ja
54905,54905,en,ja
54906,54906,en,ja
54907,54907,en,ja
54908,54908,en,ja
54909,54909,en,ja
5491,5491,en,ja
54910,54910,en,ja
54911,54911,en,ja
54912,54912,en,ja
54913,54913,en,ja
54914,54914,en,ja
54915,54915,en,ja
54916,54916,en,ja
54917,54917,en,ja
54918,54918,en,ja
54919,54919,en,ja
5492,5492,en,ja
54920,54920,en,ja
54921,54921,en,ja
54922,54922,en,ja
54923,54923,en,ja
54924,54924,en,ja
54925,54925,en,ja
54926,54926,en,ja
54927,54927,en,ja
54928,54928,en,ja
54929,54929,en,ja
5493,5493,en,ja
54930,54930,en,ja
54931,54931,en,ja
54932,54932,en,ja
54933,54933,en,ja
54934,54934,en,ja
54935,54935,en,ja
54936,54936,en,ja
54937,54937,en,ja
54938,54938,en,ja
54939,54939,en,ja
5494,5494,en,ja
54940,54940,en,ja
54941,54941,en,ja
54942,54942,en,ja
54943,54943,en,ja
54944,54944,en,ja
54945,54945,en,ja
54946,54946,en,ja
54947,54947,en,ja
54948,54948,en,ja
54949,54949,en,ja
5495,5495,en,ja
54950,54950,en,ja
54951,54951,en,ja
54952,54952,en,ja
54953,54953,en,ja
54954,54954,en,ja
54955,54955,en,ja
54956,54956,en,ja
54957,54957,en,ja
54958,54958,en,ja
54959,54959,en,ja
5496,5496,en,ja
54960,54960,en,ja
54961,54961,en,ja
54962,54962,en,ja
54963,54963,en,ja
54964,54964,en,ja
54965,54965,en,ja
54966,54966,en,ja
54967,54967,en,ja
54968,54968,en,ja
54969,54969,en,ja
5497,5497,en,ja
54970,54970,en,ja
54971,54971,en,ja
54972,54972,en,ja
54973,54973,en,ja
54974,54974,en,ja
54975,54975,en,ja
54976,54976,en,ja
54977,54977,en,ja
54978,54978,en,ja
54979,54979,en,ja
5498,5498,en,ja
54980,54980,en,ja
54981,54981,en,ja
54982,54982,en,ja
54983,54983,en,ja
54984,54984,en,ja
54985,54985,en,ja
54986,54986,en,ja
54987,54987,en,ja
54988,54988,en,ja
54989,54989,en,ja
5499,5499,en,ja
54990,54990,en,ja
54991,54991,en,ja
54992,54992,en,ja
54993,54993,en,ja
54994,54994,en,ja
54995,54995,en,ja
54996,54996,en,ja
54997,54997,en,ja
54998,54998,en,ja
54999,54999,en,ja
55,55,en,ja
550,550,en,ja
5500,5500,en,ja
55000,55000,en,ja
55001,55001,en,ja
55002,55002,en,ja
55003,55003,en,ja
55004,55004,en,ja
55005,55005,en,ja
55006,55006,en,ja
55007,55007,en,ja
55008,55008,en,ja
55009,55009,en,ja
5501,5501,en,ja
55010,55010,en,ja
55011,55011,en,ja
55012,55012,en,ja
55013,55013,en,ja
55014,55014,en,ja
55015,55015,en,ja
55016,55016,en,ja
55017,55017,en,ja
55018,55018,en,ja
55019,55019,en,ja
5502,5502,en,ja
55020,55020,en,ja
55021,55021,en,ja
55022,55022,en,ja
55023,55023,en,ja
55024,55024,en,ja
55025,55025,en,ja
55026,55026,en,ja
55027,55027,en,ja
55028,55028,en,ja
55029,55029,en,ja
5503,5503,en,ja
55030,55030,en,ja
55031,55031,en,ja
55032,55032,en,ja
55033,55033,en,ja
55034,55034,en,ja
55035,55035,en,ja
55036,55036,en,ja
55037,55037,en,ja
55038,55038,en,ja
55039,55039,en,ja
5504,5504,en,ja
55040,55040,en,ja
55041,55041,en,ja
55042,55042,en,ja
55043,55043,en,ja
55044,55044,en,ja
55045,55045,en,ja
55046,55046,en,ja
55047,55047,en,ja
55048,55048,en,ja
55049,55049,en,ja
5505,5505,en,ja
55050,55050,en,ja
55051,55051,en,ja
55052,55052,en,ja
55053,55053,en,ja
55054,55054,en,ja
55055,55055,en,ja
55056,55056,en,ja
55057,55057,en,ja
55058,55058,en,ja
55059,55059,en,ja
5506,5506,en,ja
55060,55060,en,ja
55061,55061,en,ja
55062,55062,en,ja
55063,55063,en,ja
55064,55064,en,ja
55065,55065,en,ja
55066,55066,en,ja
55067,55067,en,ja
55068,55068,en,ja
55069,55069,en,ja
5507,5507,en,ja
55070,55070,en,ja
55071,55071,en,ja
55072,55072,en,ja
55073,55073,en,ja
55074,55074,en,ja
55075,55075,en,ja
55076,55076,en,ja
55077,55077,en,ja
55078,55078,en,ja
55079,55079,en,ja
5508,5508,en,ja
55080,55080,en,ja
55081,55081,en,ja
55082,55082,en,ja
55083,55083,en,ja
55084,55084,en,ja
55085,55085,en,ja
55086,55086,en,ja
55087,55087,en,ja
55088,55088,en,ja
55089,55089,en,ja
5509,5509,en,ja
55090,55090,en,ja
55091,55091,en,ja
55092,55092,en,ja
55093,55093,en,ja
55094,55094,en,ja
55095,55095,en,ja
55096,55096,en,ja
55097,55097,en,ja
55098,55098,en,ja
55099,55099,en,ja
551,551,en,ja
5510,5510,en,ja
55100,55100,en,ja
55101,55101,en,ja
55102,55102,en,ja
55103,55103,en,ja
55104,55104,en,ja
55105,55105,en,ja
55106,55106,en,ja
55107,55107,en,ja
55108,55108,en,ja
55109,55109,en,ja
5511,5511,en,ja
55110,55110,en,ja
55111,55111,en,ja
55112,55112,en,ja
55113,55113,en,ja
55114,55114,en,ja
55115,55115,en,ja
55116,55116,en,ja
55117,55117,en,ja
55118,55118,en,ja
55119,55119,en,ja
5512,5512,en,ja
55120,55120,en,ja
55121,55121,en,ja
55122,55122,en,ja
55123,55123,en,ja
55124,55124,en,ja
55125,55125,en,ja
55126,55126,en,ja
55127,55127,en,ja
55128,55128,en,ja
55129,55129,en,ja
5513,5513,en,ja
55130,55130,en,ja
55131,55131,en,ja
55132,55132,en,ja
55133,55133,en,ja
55134,55134,en,ja
55135,55135,en,ja
55136,55136,en,ja
55137,55137,en,ja
55138,55138,en,ja
55139,55139,en,ja
5514,5514,en,ja
55140,55140,en,ja
55141,55141,en,ja
55142,55142,en,ja
55143,55143,en,ja
55144,55144,en,ja
55145,55145,en,ja
55146,55146,en,ja
55147,55147,en,ja
55148,55148,en,ja
55149,55149,en,ja
5515,5515,en,ja
55150,55150,en,ja
55151,55151,en,ja
55152,55152,en,ja
55153,55153,en,ja
55154,55154,en,ja
55155,55155,en,ja
55156,55156,en,ja
55157,55157,en,ja
55158,55158,en,ja
55159,55159,en,ja
5516,5516,en,ja
55160,55160,en,ja
55161,55161,en,ja
55162,55162,en,ja
55163,55163,en,ja
55164,55164,en,ja
55165,55165,en,ja
55166,55166,en,ja
55167,55167,en,ja
55168,55168,en,ja
55169,55169,en,ja
5517,5517,en,ja
55170,55170,en,ja
55171,55171,en,ja
55172,55172,en,ja
55173,55173,en,ja
55174,55174,en,ja
55175,55175,en,ja
55176,55176,en,ja
55177,55177,en,ja
55178,55178,en,ja
55179,55179,en,ja
5518,5518,en,ja
55180,55180,en,ja
55181,55181,en,ja
55182,55182,en,ja
55183,55183,en,ja
55184,55184,en,ja
55185,55185,en,ja
55186,55186,en,ja
55187,55187,en,ja
55188,55188,en,ja
55189,55189,en,ja
5519,5519,en,ja
55190,55190,en,ja
55191,55191,en,ja
55192,55192,en,ja
55193,55193,en,ja
55194,55194,en,ja
55195,55195,en,ja
55196,55196,en,ja
55197,55197,en,ja
55198,55198,en,ja
55199,55199,en,ja
552,552,en,ja
5520,5520,en,ja
55200,55200,en,ja
55201,55201,en,ja
55202,55202,en,ja
55203,55203,en,ja
55204,55204,en,ja
55205,55205,en,ja
55206,55206,en,ja
55207,55207,en,ja
55208,55208,en,ja
55209,55209,en,ja
5521,5521,en,ja
55210,55210,en,ja
55211,55211,en,ja
55212,55212,en,ja
55213,55213,en,ja
55214,55214,en,ja
55215,55215,en,ja
55216,55216,en,ja
55217,55217,en,ja
55218,55218,en,ja
55219,55219,en,ja
5522,5522,en,ja
55220,55220,en,ja
55221,55221,en,ja
55222,55222,en,ja
55223,55223,en,ja
55224,55224,en,ja
55225,55225,en,ja
55226,55226,en,ja
55227,55227,en,ja
55228,55228,en,ja
55229,55229,en,ja
5523,5523,en,ja
55230,55230,en,ja
55231,55231,en,ja
55232,55232,en,ja
55233,55233,en,ja
55234,55234,en,ja
55235,55235,en,ja
55236,55236,en,ja
55237,55237,en,ja
55238,55238,en,ja
55239,55239,en,ja
5524,5524,en,ja
55240,55240,en,ja
55241,55241,en,ja
55242,55242,en,ja
55243,55243,en,ja
55244,55244,en,ja
55245,55245,en,ja
55246,55246,en,ja
55247,55247,en,ja
55248,55248,en,ja
55249,55249,en,ja
5525,5525,en,ja
55250,55250,en,ja
55251,55251,en,ja
55252,55252,en,ja
55253,55253,en,ja
55254,55254,en,ja
55255,55255,en,ja
55256,55256,en,ja
55257,55257,en,ja
55258,55258,en,ja
55259,55259,en,ja
5526,5526,en,ja
55260,55260,en,ja
55261,55261,en,ja
55262,55262,en,ja
55263,55263,en,ja
55264,55264,en,ja
55265,55265,en,ja
55266,55266,en,ja
55267,55267,en,ja
55268,55268,en,ja
55269,55269,en,ja
5527,5527,en,ja
55270,55270,en,ja
55271,55271,en,ja
55272,55272,en,ja
55273,55273,en,ja
55274,55274,en,ja
55275,55275,en,ja
55276,55276,en,ja
55277,55277,en,ja
55278,55278,en,ja
55279,55279,en,ja
5528,5528,en,ja
55280,55280,en,ja
55281,55281,en,ja
55282,55282,en,ja
55283,55283,en,ja
55284,55284,en,ja
55285,55285,en,ja
55286,55286,en,ja
55287,55287,en,ja
55288,55288,en,ja
55289,55289,en,ja
5529,5529,en,ja
55290,55290,en,ja
55291,55291,en,ja
55292,55292,en,ja
55293,55293,en,ja
55294,55294,en,ja
55295,55295,en,ja
55296,55296,en,ja
55297,55297,en,ja
55298,55298,en,ja
55299,55299,en,ja
553,553,en,ja
5530,5530,en,ja
55300,55300,en,ja
55301,55301,en,ja
55302,55302,en,ja
55303,55303,en,ja
55304,55304,en,ja
55305,55305,en,ja
55306,55306,en,ja
55307,55307,en,ja
55308,55308,en,ja
55309,55309,en,ja
5531,5531,en,ja
55310,55310,en,ja
55311,55311,en,ja
55312,55312,en,ja
55313,55313,en,ja
55314,55314,en,ja
55315,55315,en,ja
55316,55316,en,ja
55317,55317,en,ja
55318,55318,en,ja
55319,55319,en,ja
5532,5532,en,ja
55320,55320,en,ja
55321,55321,en,ja
55322,55322,en,ja
55323,55323,en,ja
55324,55324,en,ja
55325,55325,en,ja
55326,55326,en,ja
55327,55327,en,ja
55328,55328,en,ja
55329,55329,en,ja
5533,5533,en,ja
55330,55330,en,ja
55331,55331,en,ja
55332,55332,en,ja
55333,55333,en,ja
55334,55334,en,ja
55335,55335,en,ja
55336,55336,en,ja
55337,55337,en,ja
55338,55338,en,ja
55339,55339,en,ja
5534,5534,en,ja
55340,55340,en,ja
55341,55341,en,ja
55342,55342,en,ja
55343,55343,en,ja
55344,55344,en,ja
55345,55345,en,ja
55346,55346,en,ja
55347,55347,en,ja
55348,55348,en,ja
55349,55349,en,ja
5535,5535,en,ja
55350,55350,en,ja
55351,55351,en,ja
55352,55352,en,ja
55353,55353,en,ja
55354,55354,en,ja
55355,55355,en,ja
55356,55356,en,ja
55357,55357,en,ja
55358,55358,en,ja
55359,55359,en,ja
5536,5536,en,ja
55360,55360,en,ja
55361,55361,en,ja
55362,55362,en,ja
55363,55363,en,ja
55364,55364,en,ja
55365,55365,en,ja
55366,55366,en,ja
55367,55367,en,ja
55368,55368,en,ja
55369,55369,en,ja
5537,5537,en,ja
55370,55370,en,ja
55371,55371,en,ja
55372,55372,en,ja
55373,55373,en,ja
55374,55374,en,ja
55375,55375,en,ja
55376,55376,en,ja
55377,55377,en,ja
55378,55378,en,ja
55379,55379,en,ja
5538,5538,en,ja
55380,55380,en,ja
55381,55381,en,ja
55382,55382,en,ja
55383,55383,en,ja
55384,55384,en,ja
55385,55385,en,ja
55386,55386,en,ja
55387,55387,en,ja
55388,55388,en,ja
55389,55389,en,ja
5539,5539,en,ja
55390,55390,en,ja
55391,55391,en,ja
55392,55392,en,ja
55393,55393,en,ja
55394,55394,en,ja
55395,55395,en,ja
55396,55396,en,ja
55397,55397,en,ja
55398,55398,en,ja
55399,55399,en,ja
554,554,en,ja
5540,5540,en,ja
55400,55400,en,ja
55401,55401,en,ja
55402,55402,en,ja
55403,55403,en,ja
55404,55404,en,ja
55405,55405,en,ja
55406,55406,en,ja
55407,55407,en,ja
55408,55408,en,ja
55409,55409,en,ja
5541,5541,en,ja
55410,55410,en,ja
55411,55411,en,ja
55412,55412,en,ja
55413,55413,en,ja
55414,55414,en,ja
55415,55415,en,ja
55416,55416,en,ja
55417,55417,en,ja
55418,55418,en,ja
55419,55419,en,ja
5542,5542,en,ja
55420,55420,en,ja
55421,55421,en,ja
55422,55422,en,ja
55423,55423,en,ja
55424,55424,en,ja
55425,55425,en,ja
55426,55426,en,ja
55427,55427,en,ja
55428,55428,en,ja
55429,55429,en,ja
5543,5543,en,ja
55430,55430,en,ja
55431,55431,en,ja
55432,55432,en,ja
55433,55433,en,ja
55434,55434,en,ja
55435,55435,en,ja
55436,55436,en,ja
55437,55437,en,ja
55438,55438,en,ja
55439,55439,en,ja
5544,5544,en,ja
55440,55440,en,ja
55441,55441,en,ja
55442,55442,en,ja
55443,55443,en,ja
55444,55444,en,ja
55445,55445,en,ja
55446,55446,en,ja
55447,55447,en,ja
55448,55448,en,ja
55449,55449,en,ja
5545,5545,en,ja
55450,55450,en,ja
55451,55451,en,ja
55452,55452,en,ja
55453,55453,en,ja
55454,55454,en,ja
55455,55455,en,ja
55456,55456,en,ja
55457,55457,en,ja
55458,55458,en,ja
55459,55459,en,ja
5546,5546,en,ja
55460,55460,en,ja
55461,55461,en,ja
55462,55462,en,ja
55463,55463,en,ja
55464,55464,en,ja
55465,55465,en,ja
55466,55466,en,ja
55467,55467,en,ja
55468,55468,en,ja
55469,55469,en,ja
5547,5547,en,ja
55470,55470,en,ja
55471,55471,en,ja
55472,55472,en,ja
55473,55473,en,ja
55474,55474,en,ja
55475,55475,en,ja
55476,55476,en,ja
55477,55477,en,ja
55478,55478,en,ja
55479,55479,en,ja
5548,5548,en,ja
55480,55480,en,ja
55481,55481,en,ja
55482,55482,en,ja
55483,55483,en,ja
55484,55484,en,ja
55485,55485,en,ja
55486,55486,en,ja
55487,55487,en,ja
55488,55488,en,ja
55489,55489,en,ja
5549,5549,en,ja
55490,55490,en,ja
55491,55491,en,ja
55492,55492,en,ja
55493,55493,en,ja
55494,55494,en,ja
55495,55495,en,ja
55496,55496,en,ja
55497,55497,en,ja
55498,55498,en,ja
55499,55499,en,ja
555,555,en,ja
5550,5550,en,ja
55500,55500,en,ja
55501,55501,en,ja
55502,55502,en,ja
55503,55503,en,ja
55504,55504,en,ja
55505,55505,en,ja
55506,55506,en,ja
55507,55507,en,ja
55508,55508,en,ja
55509,55509,en,ja
5551,5551,en,ja
55510,55510,en,ja
55511,55511,en,ja
55512,55512,en,ja
55513,55513,en,ja
55514,55514,en,ja
55515,55515,en,ja
55516,55516,en,ja
55517,55517,en,ja
55518,55518,en,ja
55519,55519,en,ja
5552,5552,en,ja
55520,55520,en,ja
55521,55521,en,ja
55522,55522,en,ja
55523,55523,en,ja
55524,55524,en,ja
55525,55525,en,ja
55526,55526,en,ja
55527,55527,en,ja
55528,55528,en,ja
55529,55529,en,ja
5553,5553,en,ja
55530,55530,en,ja
55531,55531,en,ja
55532,55532,en,ja
55533,55533,en,ja
55534,55534,en,ja
55535,55535,en,ja
55536,55536,en,ja
55537,55537,en,ja
55538,55538,en,ja
55539,55539,en,ja
5554,5554,en,ja
55540,55540,en,ja
55541,55541,en,ja
55542,55542,en,ja
55543,55543,en,ja
55544,55544,en,ja
55545,55545,en,ja
55546,55546,en,ja
55547,55547,en,ja
55548,55548,en,ja
55549,55549,en,ja
5555,5555,en,ja
55550,55550,en,ja
55551,55551,en,ja
55552,55552,en,ja
55553,55553,en,ja
55554,55554,en,ja
55555,55555,en,ja
55556,55556,en,ja
55557,55557,en,ja
55558,55558,en,ja
55559,55559,en,ja
5556,5556,en,ja
55560,55560,en,ja
55561,55561,en,ja
55562,55562,en,ja
55563,55563,en,ja
55564,55564,en,ja
55565,55565,en,ja
55566,55566,en,ja
55567,55567,en,ja
55568,55568,en,ja
55569,55569,en,ja
5557,5557,en,ja
55570,55570,en,ja
55571,55571,en,ja
55572,55572,en,ja
55573,55573,en,ja
55574,55574,en,ja
55575,55575,en,ja
55576,55576,en,ja
55577,55577,en,ja
55578,55578,en,ja
55579,55579,en,ja
5558,5558,en,ja
55580,55580,en,ja
55581,55581,en,ja
55582,55582,en,ja
55583,55583,en,ja
55584,55584,en,ja
55585,55585,en,ja
55586,55586,en,ja
55587,55587,en,ja
55588,55588,en,ja
55589,55589,en,ja
5559,5559,en,ja
55590,55590,en,ja
55591,55591,en,ja
55592,55592,en,ja
55593,55593,en,ja
55594,55594,en,ja
55595,55595,en,ja
55596,55596,en,ja
55597,55597,en,ja
55598,55598,en,ja
55599,55599,en,ja
556,556,en,ja
5560,5560,en,ja
55600,55600,en,ja
55601,55601,en,ja
55602,55602,en,ja
55603,55603,en,ja
55604,55604,en,ja
55605,55605,en,ja
55606,55606,en,ja
55607,55607,en,ja
55608,55608,en,ja
55609,55609,en,ja
5561,5561,en,ja
55610,55610,en,ja
55611,55611,en,ja
55612,55612,en,ja
55613,55613,en,ja
55614,55614,en,ja
55615,55615,en,ja
55616,55616,en,ja
55617,55617,en,ja
55618,55618,en,ja
55619,55619,en,ja
5562,5562,en,ja
55620,55620,en,ja
55621,55621,en,ja
55622,55622,en,ja
55623,55623,en,ja
55624,55624,en,ja
55625,55625,en,ja
55626,55626,en,ja
55627,55627,en,ja
55628,55628,en,ja
55629,55629,en,ja
5563,5563,en,ja
55630,55630,en,ja
55631,55631,en,ja
55632,55632,en,ja
55633,55633,en,ja
55634,55634,en,ja
55635,55635,en,ja
55636,55636,en,ja
55637,55637,en,ja
55638,55638,en,ja
55639,55639,en,ja
5564,5564,en,ja
55640,55640,en,ja
55641,55641,en,ja
55642,55642,en,ja
55643,55643,en,ja
55644,55644,en,ja
55645,55645,en,ja
55646,55646,en,ja
55647,55647,en,ja
55648,55648,en,ja
55649,55649,en,ja
5565,5565,en,ja
55650,55650,en,ja
55651,55651,en,ja
55652,55652,en,ja
55653,55653,en,ja
55654,55654,en,ja
55655,55655,en,ja
55656,55656,en,ja
55657,55657,en,ja
55658,55658,en,ja
55659,55659,en,ja
5566,5566,en,ja
55660,55660,en,ja
55661,55661,en,ja
55662,55662,en,ja
55663,55663,en,ja
55664,55664,en,ja
55665,55665,en,ja
55666,55666,en,ja
55667,55667,en,ja
55668,55668,en,ja
55669,55669,en,ja
5567,5567,en,ja
55670,55670,en,ja
55671,55671,en,ja
55672,55672,en,ja
55673,55673,en,ja
55674,55674,en,ja
55675,55675,en,ja
55676,55676,en,ja
55677,55677,en,ja
55678,55678,en,ja
55679,55679,en,ja
5568,5568,en,ja
55680,55680,en,ja
55681,55681,en,ja
55682,55682,en,ja
55683,55683,en,ja
55684,55684,en,ja
55685,55685,en,ja
55686,55686,en,ja
55687,55687,en,ja
55688,55688,en,ja
55689,55689,en,ja
5569,5569,en,ja
55690,55690,en,ja
55691,55691,en,ja
55692,55692,en,ja
55693,55693,en,ja
55694,55694,en,ja
55695,55695,en,ja
55696,55696,en,ja
55697,55697,en,ja
55698,55698,en,ja
55699,55699,en,ja
557,557,en,ja
5570,5570,en,ja
55700,55700,en,ja
55701,55701,en,ja
55702,55702,en,ja
55703,55703,en,ja
55704,55704,en,ja
55705,55705,en,ja
55706,55706,en,ja
55707,55707,en,ja
55708,55708,en,ja
55709,55709,en,ja
5571,5571,en,ja
55710,55710,en,ja
55711,55711,en,ja
55712,55712,en,ja
55713,55713,en,ja
55714,55714,en,ja
55715,55715,en,ja
55716,55716,en,ja
55717,55717,en,ja
55718,55718,en,ja
55719,55719,en,ja
5572,5572,en,ja
55720,55720,en,ja
55721,55721,en,ja
55722,55722,en,ja
55723,55723,en,ja
55724,55724,en,ja
55725,55725,en,ja
55726,55726,en,ja
55727,55727,en,ja
55728,55728,en,ja
55729,55729,en,ja
5573,5573,en,ja
55730,55730,en,ja
55731,55731,en,ja
55732,55732,en,ja
55733,55733,en,ja
55734,55734,en,ja
55735,55735,en,ja
55736,55736,en,ja
55737,55737,en,ja
55738,55738,en,ja
55739,55739,en,ja
5574,5574,en,ja
55740,55740,en,ja
55741,55741,en,ja
55742,55742,en,ja
55743,55743,en,ja
55744,55744,en,ja
55745,55745,en,ja
55746,55746,en,ja
55747,55747,en,ja
55748,55748,en,ja
55749,55749,en,ja
5575,5575,en,ja
55750,55750,en,ja
